witness_id,source_id,operator_id,conjugate_operator_id,left_path,right_path,left_defined,right_defined,left_target_id,right_target_id,domain_matches,target_matches,result
covariance:L4:3667,3667,L4,L3,L4;M,M;L3,true,true,3865,3865,true,true,PASS
covariance:L4:3669,3669,L4,L3,L4;M,M;L3,true,true,1933,1933,true,true,PASS
covariance:L4:3673,3673,L4,L3,L4;M,M;L3,true,true,967,967,true,true,PASS
covariance:L4:3683,3683,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3685,3685,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3689,3689,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3697,3697,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3719,3719,L4,L3,L4;M,M;L3,true,true,3875,3875,true,true,PASS
covariance:L4:3723,3723,L4,L3,L4;M,M;L3,true,true,3877,3877,true,true,PASS
covariance:L4:3725,3725,L4,L3,L4;M,M;L3,true,true,1939,1939,true,true,PASS
covariance:L4:3731,3731,L4,L3,L4;M,M;L3,true,true,3881,3881,true,true,PASS
covariance:L4:3733,3733,L4,L3,L4;M,M;L3,true,true,1941,1941,true,true,PASS
covariance:L4:3737,3737,L4,L3,L4;M,M;L3,true,true,971,971,true,true,PASS
covariance:L4:3747,3747,L4,L3,L4;M,M;L3,true,true,3889,3889,true,true,PASS
covariance:L4:3749,3749,L4,L3,L4;M,M;L3,true,true,1945,1945,true,true,PASS
covariance:L4:3753,3753,L4,L3,L4;M,M;L3,true,true,973,973,true,true,PASS
covariance:L4:3761,3761,L4,L3,L4;M,M;L3,true,true,487,487,true,true,PASS
covariance:L4:3779,3779,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3781,3781,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3785,3785,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3793,3793,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3809,3809,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3847,3847,L4,L3,L4;M,M;L3,true,true,3907,3907,true,true,PASS
covariance:L4:3851,3851,L4,L3,L4;M,M;L3,true,true,3909,3909,true,true,PASS
covariance:L4:3853,3853,L4,L3,L4;M,M;L3,true,true,1955,1955,true,true,PASS
covariance:L4:3859,3859,L4,L3,L4;M,M;L3,true,true,3913,3913,true,true,PASS
covariance:L4:3861,3861,L4,L3,L4;M,M;L3,true,true,1957,1957,true,true,PASS
covariance:L4:3865,3865,L4,L3,L4;M,M;L3,true,true,979,979,true,true,PASS
covariance:L4:3875,3875,L4,L3,L4;M,M;L3,true,true,3921,3921,true,true,PASS
covariance:L4:3877,3877,L4,L3,L4;M,M;L3,true,true,1961,1961,true,true,PASS
covariance:L4:3881,3881,L4,L3,L4;M,M;L3,true,true,981,981,true,true,PASS
covariance:L4:3889,3889,L4,L3,L4;M,M;L3,true,true,491,491,true,true,PASS
covariance:L4:3907,3907,L4,L3,L4;M,M;L3,true,true,3937,3937,true,true,PASS
covariance:L4:3909,3909,L4,L3,L4;M,M;L3,true,true,1969,1969,true,true,PASS
covariance:L4:3913,3913,L4,L3,L4;M,M;L3,true,true,985,985,true,true,PASS
covariance:L4:3921,3921,L4,L3,L4;M,M;L3,true,true,493,493,true,true,PASS
covariance:L4:3937,3937,L4,L3,L4;M,M;L3,true,true,247,247,true,true,PASS
covariance:L4:3971,3971,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3973,3973,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3977,3977,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:3985,3985,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:4001,4001,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:L4:4033,4033,L4,L3,L4;M,M;L3,false,false,,,true,true,PASS
covariance:R5:127,127,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:191,191,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:223,223,R5,R4,R5;M,M;R4,true,true,2167,2167,true,true,PASS
covariance:R5:239,239,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:247,247,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:251,251,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:253,253,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:319,319,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:351,351,R5,R4,R5;M,M;R4,true,true,2231,2231,true,true,PASS
covariance:R5:367,367,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:375,375,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:379,379,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:381,381,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:415,415,R5,R4,R5;M,M;R4,true,true,2263,2263,true,true,PASS
covariance:R5:431,431,R5,R4,R5;M,M;R4,true,true,2279,2279,true,true,PASS
covariance:R5:439,439,R5,R4,R5;M,M;R4,true,true,2283,2283,true,true,PASS
covariance:R5:443,443,R5,R4,R5;M,M;R4,true,true,2285,2285,true,true,PASS
covariance:R5:445,445,R5,R4,R5;M,M;R4,true,true,1143,1143,true,true,PASS
covariance:R5:463,463,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:471,471,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:475,475,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:477,477,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:487,487,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:491,491,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:493,493,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:499,499,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:501,501,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:505,505,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:575,575,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:607,607,R5,R4,R5;M,M;R4,true,true,2359,2359,true,true,PASS
covariance:R5:623,623,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:631,631,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:635,635,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:637,637,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:671,671,R5,R4,R5;M,M;R4,true,true,2391,2391,true,true,PASS
covariance:R5:687,687,R5,R4,R5;M,M;R4,true,true,2407,2407,true,true,PASS
covariance:R5:695,695,R5,R4,R5;M,M;R4,true,true,2411,2411,true,true,PASS
covariance:R5:699,699,R5,R4,R5;M,M;R4,true,true,2413,2413,true,true,PASS
covariance:R5:701,701,R5,R4,R5;M,M;R4,true,true,1207,1207,true,true,PASS
covariance:R5:719,719,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:727,727,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:731,731,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:733,733,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:743,743,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:747,747,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:749,749,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:755,755,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:757,757,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:761,761,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:799,799,R5,R4,R5;M,M;R4,true,true,2455,2455,true,true,PASS
covariance:R5:815,815,R5,R4,R5;M,M;R4,true,true,2471,2471,true,true,PASS
covariance:R5:823,823,R5,R4,R5;M,M;R4,true,true,2475,2475,true,true,PASS
covariance:R5:827,827,R5,R4,R5;M,M;R4,true,true,2477,2477,true,true,PASS
covariance:R5:829,829,R5,R4,R5;M,M;R4,true,true,1239,1239,true,true,PASS
covariance:R5:847,847,R5,R4,R5;M,M;R4,true,true,2503,2503,true,true,PASS
covariance:R5:855,855,R5,R4,R5;M,M;R4,true,true,2507,2507,true,true,PASS
covariance:R5:859,859,R5,R4,R5;M,M;R4,true,true,2509,2509,true,true,PASS
covariance:R5:861,861,R5,R4,R5;M,M;R4,true,true,1255,1255,true,true,PASS
covariance:R5:871,871,R5,R4,R5;M,M;R4,true,true,2515,2515,true,true,PASS
covariance:R5:875,875,R5,R4,R5;M,M;R4,true,true,2517,2517,true,true,PASS
covariance:R5:877,877,R5,R4,R5;M,M;R4,true,true,1259,1259,true,true,PASS
covariance:R5:883,883,R5,R4,R5;M,M;R4,true,true,2521,2521,true,true,PASS
covariance:R5:885,885,R5,R4,R5;M,M;R4,true,true,1261,1261,true,true,PASS
covariance:R5:889,889,R5,R4,R5;M,M;R4,true,true,631,631,true,true,PASS
covariance:R5:911,911,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:919,919,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:923,923,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:925,925,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:935,935,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:939,939,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:941,941,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:947,947,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:949,949,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:953,953,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:967,967,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:971,971,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:973,973,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:979,979,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:981,981,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:985,985,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:995,995,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:997,997,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1001,1001,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1009,1009,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1087,1087,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1119,1119,R5,R4,R5;M,M;R4,true,true,2615,2615,true,true,PASS
covariance:R5:1135,1135,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1143,1143,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1147,1147,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1149,1149,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1183,1183,R5,R4,R5;M,M;R4,true,true,2647,2647,true,true,PASS
covariance:R5:1199,1199,R5,R4,R5;M,M;R4,true,true,2663,2663,true,true,PASS
covariance:R5:1207,1207,R5,R4,R5;M,M;R4,true,true,2667,2667,true,true,PASS
covariance:R5:1211,1211,R5,R4,R5;M,M;R4,true,true,2669,2669,true,true,PASS
covariance:R5:1213,1213,R5,R4,R5;M,M;R4,true,true,1335,1335,true,true,PASS
covariance:R5:1231,1231,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1239,1239,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1243,1243,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1245,1245,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1255,1255,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1259,1259,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1261,1261,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1267,1267,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1269,1269,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1273,1273,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1311,1311,R5,R4,R5;M,M;R4,true,true,2711,2711,true,true,PASS
covariance:R5:1327,1327,R5,R4,R5;M,M;R4,true,true,2727,2727,true,true,PASS
covariance:R5:1335,1335,R5,R4,R5;M,M;R4,true,true,2731,2731,true,true,PASS
covariance:R5:1339,1339,R5,R4,R5;M,M;R4,true,true,2733,2733,true,true,PASS
covariance:R5:1341,1341,R5,R4,R5;M,M;R4,true,true,1367,1367,true,true,PASS
covariance:R5:1359,1359,R5,R4,R5;M,M;R4,true,true,2759,2759,true,true,PASS
covariance:R5:1367,1367,R5,R4,R5;M,M;R4,true,true,2763,2763,true,true,PASS
covariance:R5:1371,1371,R5,R4,R5;M,M;R4,true,true,2765,2765,true,true,PASS
covariance:R5:1373,1373,R5,R4,R5;M,M;R4,true,true,1383,1383,true,true,PASS
covariance:R5:1383,1383,R5,R4,R5;M,M;R4,true,true,2771,2771,true,true,PASS
covariance:R5:1387,1387,R5,R4,R5;M,M;R4,true,true,2773,2773,true,true,PASS
covariance:R5:1389,1389,R5,R4,R5;M,M;R4,true,true,1387,1387,true,true,PASS
covariance:R5:1395,1395,R5,R4,R5;M,M;R4,true,true,2777,2777,true,true,PASS
covariance:R5:1397,1397,R5,R4,R5;M,M;R4,true,true,1389,1389,true,true,PASS
covariance:R5:1401,1401,R5,R4,R5;M,M;R4,true,true,695,695,true,true,PASS
covariance:R5:1423,1423,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1431,1431,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1435,1435,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1437,1437,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1447,1447,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1451,1451,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1453,1453,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1459,1459,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1461,1461,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1465,1465,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1479,1479,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1483,1483,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1485,1485,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1491,1491,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1493,1493,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1497,1497,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1507,1507,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1509,1509,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1513,1513,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1521,1521,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1567,1567,R5,R4,R5;M,M;R4,true,true,2839,2839,true,true,PASS
covariance:R5:1583,1583,R5,R4,R5;M,M;R4,true,true,2855,2855,true,true,PASS
covariance:R5:1591,1591,R5,R4,R5;M,M;R4,true,true,2859,2859,true,true,PASS
covariance:R5:1595,1595,R5,R4,R5;M,M;R4,true,true,2861,2861,true,true,PASS
covariance:R5:1597,1597,R5,R4,R5;M,M;R4,true,true,1431,1431,true,true,PASS
covariance:R5:1615,1615,R5,R4,R5;M,M;R4,true,true,2887,2887,true,true,PASS
covariance:R5:1623,1623,R5,R4,R5;M,M;R4,true,true,2891,2891,true,true,PASS
covariance:R5:1627,1627,R5,R4,R5;M,M;R4,true,true,2893,2893,true,true,PASS
covariance:R5:1629,1629,R5,R4,R5;M,M;R4,true,true,1447,1447,true,true,PASS
covariance:R5:1639,1639,R5,R4,R5;M,M;R4,true,true,2899,2899,true,true,PASS
covariance:R5:1643,1643,R5,R4,R5;M,M;R4,true,true,2901,2901,true,true,PASS
covariance:R5:1645,1645,R5,R4,R5;M,M;R4,true,true,1451,1451,true,true,PASS
covariance:R5:1651,1651,R5,R4,R5;M,M;R4,true,true,2905,2905,true,true,PASS
covariance:R5:1653,1653,R5,R4,R5;M,M;R4,true,true,1453,1453,true,true,PASS
covariance:R5:1657,1657,R5,R4,R5;M,M;R4,true,true,727,727,true,true,PASS
covariance:R5:1679,1679,R5,R4,R5;M,M;R4,true,true,2951,2951,true,true,PASS
covariance:R5:1687,1687,R5,R4,R5;M,M;R4,true,true,2955,2955,true,true,PASS
covariance:R5:1691,1691,R5,R4,R5;M,M;R4,true,true,2957,2957,true,true,PASS
covariance:R5:1693,1693,R5,R4,R5;M,M;R4,true,true,1479,1479,true,true,PASS
covariance:R5:1703,1703,R5,R4,R5;M,M;R4,true,true,2963,2963,true,true,PASS
covariance:R5:1707,1707,R5,R4,R5;M,M;R4,true,true,2965,2965,true,true,PASS
covariance:R5:1709,1709,R5,R4,R5;M,M;R4,true,true,1483,1483,true,true,PASS
covariance:R5:1715,1715,R5,R4,R5;M,M;R4,true,true,2969,2969,true,true,PASS
covariance:R5:1717,1717,R5,R4,R5;M,M;R4,true,true,1485,1485,true,true,PASS
covariance:R5:1721,1721,R5,R4,R5;M,M;R4,true,true,743,743,true,true,PASS
covariance:R5:1735,1735,R5,R4,R5;M,M;R4,true,true,2979,2979,true,true,PASS
covariance:R5:1739,1739,R5,R4,R5;M,M;R4,true,true,2981,2981,true,true,PASS
covariance:R5:1741,1741,R5,R4,R5;M,M;R4,true,true,1491,1491,true,true,PASS
covariance:R5:1747,1747,R5,R4,R5;M,M;R4,true,true,2985,2985,true,true,PASS
covariance:R5:1749,1749,R5,R4,R5;M,M;R4,true,true,1493,1493,true,true,PASS
covariance:R5:1753,1753,R5,R4,R5;M,M;R4,true,true,747,747,true,true,PASS
covariance:R5:1763,1763,R5,R4,R5;M,M;R4,true,true,2993,2993,true,true,PASS
covariance:R5:1765,1765,R5,R4,R5;M,M;R4,true,true,1497,1497,true,true,PASS
covariance:R5:1769,1769,R5,R4,R5;M,M;R4,true,true,749,749,true,true,PASS
covariance:R5:1777,1777,R5,R4,R5;M,M;R4,true,true,375,375,true,true,PASS
covariance:R5:1807,1807,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1815,1815,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1819,1819,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1821,1821,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1831,1831,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1835,1835,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1837,1837,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1843,1843,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1845,1845,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1849,1849,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1863,1863,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1867,1867,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1869,1869,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1875,1875,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1877,1877,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1881,1881,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1891,1891,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1893,1893,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1897,1897,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1905,1905,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1927,1927,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1931,1931,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1933,1933,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1939,1939,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1941,1941,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1945,1945,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1955,1955,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1957,1957,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1961,1961,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1969,1969,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1987,1987,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1989,1989,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:1993,1993,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2001,2001,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2017,2017,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2111,2111,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2143,2143,R5,R4,R5;M,M;R4,true,true,3127,3127,true,true,PASS
covariance:R5:2159,2159,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2167,2167,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2171,2171,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2173,2173,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2207,2207,R5,R4,R5;M,M;R4,true,true,3159,3159,true,true,PASS
covariance:R5:2223,2223,R5,R4,R5;M,M;R4,true,true,3175,3175,true,true,PASS
covariance:R5:2231,2231,R5,R4,R5;M,M;R4,true,true,3179,3179,true,true,PASS
covariance:R5:2235,2235,R5,R4,R5;M,M;R4,true,true,3181,3181,true,true,PASS
covariance:R5:2237,2237,R5,R4,R5;M,M;R4,true,true,1591,1591,true,true,PASS
covariance:R5:2255,2255,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2263,2263,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2267,2267,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2269,2269,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2279,2279,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2283,2283,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2285,2285,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2291,2291,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2293,2293,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2297,2297,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2335,2335,R5,R4,R5;M,M;R4,true,true,3223,3223,true,true,PASS
covariance:R5:2351,2351,R5,R4,R5;M,M;R4,true,true,3239,3239,true,true,PASS
covariance:R5:2359,2359,R5,R4,R5;M,M;R4,true,true,3243,3243,true,true,PASS
covariance:R5:2363,2363,R5,R4,R5;M,M;R4,true,true,3245,3245,true,true,PASS
covariance:R5:2365,2365,R5,R4,R5;M,M;R4,true,true,1623,1623,true,true,PASS
covariance:R5:2383,2383,R5,R4,R5;M,M;R4,true,true,3271,3271,true,true,PASS
covariance:R5:2391,2391,R5,R4,R5;M,M;R4,true,true,3275,3275,true,true,PASS
covariance:R5:2395,2395,R5,R4,R5;M,M;R4,true,true,3277,3277,true,true,PASS
covariance:R5:2397,2397,R5,R4,R5;M,M;R4,true,true,1639,1639,true,true,PASS
covariance:R5:2407,2407,R5,R4,R5;M,M;R4,true,true,3283,3283,true,true,PASS
covariance:R5:2411,2411,R5,R4,R5;M,M;R4,true,true,3285,3285,true,true,PASS
covariance:R5:2413,2413,R5,R4,R5;M,M;R4,true,true,1643,1643,true,true,PASS
covariance:R5:2419,2419,R5,R4,R5;M,M;R4,true,true,3289,3289,true,true,PASS
covariance:R5:2421,2421,R5,R4,R5;M,M;R4,true,true,1645,1645,true,true,PASS
covariance:R5:2425,2425,R5,R4,R5;M,M;R4,true,true,823,823,true,true,PASS
covariance:R5:2447,2447,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2455,2455,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2459,2459,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2461,2461,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2471,2471,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2475,2475,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2477,2477,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2483,2483,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2485,2485,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2489,2489,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2503,2503,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2507,2507,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2509,2509,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2515,2515,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2517,2517,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2521,2521,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2531,2531,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2533,2533,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2537,2537,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2545,2545,R5,R4,R5;M,M;R4,false,false,,,true,true,PASS
covariance:R5:2591,2591,R5,R4,R5;M,M;R4,true,true,3351,3351,true,true,PASS
covariance:R5:2607,2607,R5,R4,R5;M,M;R4,true,true,3367,3367,true,true,PASS
covariance:R5:2615,2615,R5,R4,R5;M,M;R4,true,true,3371,3371,true,true,PASS
covariance:R5:2619,2619,R5,R4,R5;M,M;R4,true,true,3373,3373,true,true,PASS
covariance:R5:2621,2621,R5,R4,R5;M,M;R4,true,true,1687,1687,true,true,PASS
covariance:R5:2639,2639,R5,R4,R5;M,M;R4,true,true,3399,3399,true,true,PASS
